sequence_id,"Hugenholtz prokMSA_id","Hugenholtz Simrank id","Hugenholtz DNAML id","Hugenholtz DNAML columns","Hugenholtz tax string"
Amb_16S_578,206448,99.6,0.999993,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Amb_16S_442; otu_1967"
Amb_16S_579,204064,69.64,0.94062,1191,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Ellin339; Unclassified; otu_2331"
Amb_16S_580,114061,80.68,0.951535,1181,"Hugenholtz:Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemm-1b; Unclassified; otu_1656"
Amb_16S_582,207045,100,0.999993,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Amb_16S_442; otu_1967"
Amb_16S_583,216375,71.78,0.939138,1194,"Hugenholtz:Bacteria; Planctomycetes; WPS-1; Ellin6207; Planctomycetales; Planctomycetales_bacterium_Ellin6207; otu_1870"
Amb_16S_584,213135,77.85,0.941841,1194,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Unclassified; otu_208"
Amb_16S_585,207633,98.11,0.998307,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_586,210501,100,0.999993,1186,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Amb_16S_586; otu_1968"
Amb_16S_587,82906,60.27,0.85042,1184,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Polyangiaceae; Polyangium; Unclassified; otu_2634"
Amb_16S_588,69821,76.54,0.955067,1148,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Unclassified; otu_208"
Amb_16S_589,209133,99.76,0.99915,1184,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Amb_16S_521; Amb_16S_458; otu_210"
Amb_16S_590,206908,100,0.999993,1192,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_591,142344,86.65,0.976883,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Unclassified; otu_2252"
Amb_16S_592,204511,71.01,0.911508,1181,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Xanthomonadales; KD8-72; otu_2520"
Amb_16S_593,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_595,153324,86.37,0.980371,1194,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_597,209133,100,0.999993,1188,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Amb_16S_521; Amb_16S_458; otu_210"
Amb_16S_599,103624,50.54,0.835232,1180,"Hugenholtz:Bacteria; Bacteroidetes; Flavobacteriales; PHOS-HE28; otu_670"
Amb_16S_600,113744,65.56,0.907031,1182,"Hugenholtz:Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales; N1423WL; otu_1664"
Amb_16S_602,208272,99.76,0.999993,1188,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Amb_16S_521; Amb_16S_458; otu_210"
Amb_16S_603,215991,86.36,0.982929,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; LO131; otu_2279"
Amb_16S_604,102039,53.07,0.840188,1170,"Hugenholtz:Bacteria; Verrucomicrobia; Verrucomicrobiae; Unclassified; otu_2839"
Amb_16S_605,206448,99.6,0.999993,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Amb_16S_442; otu_1967"
Amb_16S_606,206448,99.6,0.999993,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Amb_16S_442; otu_1967"
Amb_16S_608,210637,87.32,0.951506,1161,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Sphingomonadales; AKAU3595; otu_2124"
Amb_16S_609,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_610,216229,98.94,0.998307,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_611,151845,80.49,0.938164,1182,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_sp_A633GD; otu_2201"
Amb_16S_612,143253,60.65,0.895971,1188,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; LO131; otu_2279"
Amb_16S_613,209133,100,0.999993,1188,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Amb_16S_521; Amb_16S_458; otu_210"
Amb_16S_614,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_615,150925,84.22,0.977842,1192,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Amb_16S_617,207633,99.47,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_618,20285,96.43,0.994063,1190,"Hugenholtz:Bacteria; Actinobacteria; Actinobacteridae; Streptomycineae; otu_345"
Amb_16S_619,209899,60.22,0.913107,1193,"Hugenholtz:Bacteria; Actinobacteria; a13143; Unclassified; otu_235"
Amb_16S_620,204510,59.39,0.873428,1192,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin329; Unclassified; otu_2012"
Amb_16S_621,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_623,150962,66.8,0.907497,1168,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Rhodobacterales; SM1D08; S36; otu_2106"
Amb_16S_625,208272,99.76,0.999993,1188,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Amb_16S_521; Amb_16S_458; otu_210"
Amb_16S_626,204403,98.57,0.998307,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_627,134457,49.11,0.842906,1188,"Hugenholtz:Bacteria; Chlorobi; SM1H02; otu_807"
Amb_16S_628,193558,54.26,0.851888,1178,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-6; Unclassified; otu_200"
Amb_16S_629,213681,99.45,0.99915,1186,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Amb_16S_586; otu_1968"
Amb_16S_630,206962,100,0.999993,1195,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_631,206986,62.05,0.888776,1190,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Unclassified; otu_208"
Amb_16S_632,211775,86.14,0.976912,1193,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Unclassified; otu_208"
Amb_16S_633,209133,100,0.999993,1188,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Amb_16S_521; Amb_16S_458; otu_210"
Amb_16S_634,207633,99.55,0.99915,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_636,213135,81.9,0.948701,1189,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Unclassified; otu_208"
Amb_16S_637,206962,100,0.999993,1195,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_638,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_639,143567,75.34,0.95921,1188,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-5; JG37-AG-149; otu_199"
Amb_16S_640,153006,72.88,0.909226,1186,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-2; Ellin5121; otu_188"
Amb_16S_642,206908,100,0.999993,1192,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_643,216024,63,0.869838,1191,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Unclassified; otu_208"
Amb_16S_644,102185,81.17,0.95328,1186,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_645,204312,56.36,0.868908,1185,"Hugenholtz:Bacteria; Actinobacteria; Acidimicrobidae; EB1017_group; Unclassified; otu_250"
Amb_16S_646,209943,80.06,0.93953,1190,"Hugenholtz:Bacteria; AD3; ABS-6; otu_379"
Amb_16S_647,142878,84.5,0.966593,1190,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-4; Ellin6075; Unclassified; otu_193"
Amb_16S_648,156732,76.57,0.953498,941,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; EB1021; FW136; RCP2-54; RCP2-62; otu_2608"
Amb_16S_649,206962,100,0.999993,1195,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_650,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_651,204015,52.61,0.822544,1150,"Hugenholtz:Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales; N1423WL; otu_1664"
Amb_16S_652,204464,67.72,0.927627,1190,"Hugenholtz:Bacteria; Firmicutes; Bacilli; Planococcaceae; Unclassified; otu_1135"
Amb_16S_653,205896,99.05,0.997464,1186,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Amb_16S_586; otu_1968"
Amb_16S_654,206392,89.85,0.981287,1193,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_655,142344,86.65,0.976883,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Unclassified; otu_2252"
Amb_16S_656,208562,50.91,0.849912,1184,"Hugenholtz:Bacteria; Chloroflexi; Anaerolineae; SOGA31; otu_860"
Amb_16S_657,215615,72.31,0.904808,1189,"Hugenholtz:Bacteria; Actinobacteria; Actinobacteridae; Kineosporiaceae; Unclassified; otu_313"
Amb_16S_659,206765,43.64,0.771441,1176,"Hugenholtz:Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemm-1b; C1711WL; otu_1657"
Amb_16S_660,1783,65.57,0.913427,1187,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-4; Unclassified; otu_190"
Amb_16S_661,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_662,206962,100,0.999993,1195,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_663,207796,46.97,0.823939,841,"Hugenholtz:Bacteria; Chloroflexi; Anaerolineae; SOGA31; otu_860"
Amb_16S_664,212017,85.66,0.988932,1189,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Amb_16S_665,101884,68.04,0.887032,1148,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; Unclassified; otu_2278"
Amb_16S_666,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_667,102799,87.94,0.98104,1183,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; A21b; EB1018; otu_2179"
Amb_16S_668,204657,58.13,0.873341,1186,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Unclassified; otu_208"
Amb_16S_669,208656,98.42,0.996577,1178,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Amb_16S_521; Amb_16S_458; otu_210"
Amb_16S_670,209133,100,0.999993,1188,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Amb_16S_521; Amb_16S_458; otu_210"
Amb_16S_671,137302,64.06,0.910839,1192,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Unclassified; otu_208"
Amb_16S_672,211036,70.07,0.908761,1182,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Ellin339; Unclassified; otu_2331"
Amb_16S_674,206962,100,0.999993,1195,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_675,113744,82.71,0.973162,1185,"Hugenholtz:Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales; N1423WL; otu_1664"
Amb_16S_676,160992,85.87,0.979296,1182,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Xanthomonadales; KD8-72; otu_2520"
Amb_16S_679,214497,58.02,0.881858,1143,"Hugenholtz:Bacteria; Planctomycetes; Planctomycetacia; Gemmatales; Unclassified; otu_1809"
Amb_16S_681,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_682,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_683,60571,48.1,0.825625,1175,"Hugenholtz:Bacteria; Planctomycetes; WPS-1; CL120-56; B86; otu_1864"
Amb_16S_684,75261,66.72,0.934312,1121,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; EB1021; Unclassified; otu_2606"
Amb_16S_685,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_686,206962,100,0.999993,1195,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_687,77065,92.3,0.992391,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Unclassified; otu_2195"
Amb_16S_689,206448,99.6,0.999993,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Amb_16S_442; otu_1967"
Amb_16S_690,216229,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_691,205635,73.2,0.943338,1186,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Unclassified; otu_227"
Amb_16S_692,156603,69.02,0.944472,1191,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-2; CLi114; JG36-TzT-77; otu_187"
Amb_16S_694,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_695,71246,62.34,0.906915,1174,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Legionellales; Unclassified; otu_2381"
Amb_16S_696,152808,78.17,0.935998,1188,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Amb_16S_697,206962,100,0.999993,1195,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_698,207633,97.21,0.993205,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_699,214630,67.98,0.923993,1192,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin314; Unclassified; otu_2009"
Amb_16S_701,209133,100,0.999993,1188,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Amb_16S_521; Amb_16S_458; otu_210"
Amb_16S_703,204406,68.08,0.910636,1164,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Bradyrhizobium; Rhodopseudomonas; Bradyrhizobiaceae; Afipia; Blastobacter; Rhizobium; Agromonas; Bradyrhizobium_japonicum; Rhodopseudomonas_palustris; Bradyrhizobium_japonicum_USDA_110; Bradyrhizobium_sp; Bradyrhizobium_lupini; Unclassified; otu_1930"
Amb_16S_705,208272,99.76,0.999993,1188,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Amb_16S_521; Amb_16S_458; otu_210"
Amb_16S_706,133793,65.55,0.905709,1184,"Hugenholtz:Bacteria; Actinobacteria; Actinobacteridae; Micrococcaceae; Arthrobacter; Unclassified; otu_326"
Amb_16S_707,153324,86.26,0.976055,1195,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_708,147978,59.56,0.89895,1168,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Polyangiaceae; Unclassified; otu_2624"
Amb_16S_709,204312,55.12,0.863487,1185,"Hugenholtz:Bacteria; Actinobacteria; Acidimicrobidae; EB1017_group; Unclassified; otu_250"
Amb_16S_710,206392,89.85,0.981287,1193,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_711,207968,46,0.822384,1181,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Sphingomonadales; Unclassified; otu_2123"
Amb_16S_712,152808,78.17,0.935998,1188,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Amb_16S_713,206448,99.6,0.999993,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Amb_16S_442; otu_1967"
Amb_16S_714,209943,79.91,0.938585,1190,"Hugenholtz:Bacteria; AD3; ABS-6; otu_379"
Amb_16S_715,209746,86.98,0.982828,1182,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; A21b; Unclassified; otu_2178"
Amb_16S_717,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_718,206448,99.6,0.999993,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Amb_16S_442; otu_1967"
Amb_16S_719,212965,60.62,0.882032,1193,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin314; bacterium_Ellin361; otu_2011"
Amb_16S_720,150962,67.09,0.908906,1169,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Rhodobacterales; SM1D08; S36; otu_2106"
Amb_16S_721,215891,99.45,0.99915,1188,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Amb_16S_442; otu_1967"
Amb_16S_722,206962,99.46,0.999164,1195,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_723,78832,79.82,0.952131,1173,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_725,44346,64.89,0.911145,1122,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_726,206908,100,0.999993,1192,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_727,26724,88.04,0.9829,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; LO133; otu_1956"
Amb_16S_728,215113,100,0.999993,1192,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Unclassified; otu_208"
Amb_16S_731,140995,85.05,0.980386,1195,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_732,207042,78.93,0.960547,1182,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; Unclassified; otu_201"
Amb_16S_733,133793,65.55,0.905709,1184,"Hugenholtz:Bacteria; Actinobacteria; Actinobacteridae; Micrococcaceae; Arthrobacter; Unclassified; otu_326"
Amb_16S_734,206962,100,0.999993,1195,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_735,198488,71.14,0.939399,1187,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-4; Unclassified; otu_190"
Amb_16S_736,144019,71.23,0.933033,1187,"Hugenholtz:Bacteria; Acidobacteria; ABS-327; EB1093; otu_184"
Amb_16S_737,208438,99.6,0.99915,1188,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Amb_16S_442; otu_1967"
Amb_16S_738,211302,99.84,0.998307,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Amb_16S_586; otu_1968"
Amb_16S_739,213060,87.99,0.965212,1190,"Hugenholtz:Bacteria; Acidobacteria; ABS-327; EB1093; otu_184"
Amb_16S_740,149420,98.19,0.97822,1172,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Unclassified; otu_1914"
Amb_16S_741,160422,86.05,0.972625,1188,"Hugenholtz:Bacteria; Bacteroidetes; Saprospirales; TSL-25; otu_748"
Amb_16S_743,198488,71.4,0.939399,1187,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-4; Unclassified; otu_190"
Amb_16S_745,209943,80.53,0.940475,1190,"Hugenholtz:Bacteria; AD3; ABS-6; otu_379"
Amb_16S_746,204312,56.36,0.868908,1185,"Hugenholtz:Bacteria; Actinobacteria; Acidimicrobidae; EB1017_group; Unclassified; otu_250"
Amb_16S_747,88186,66.58,0.883515,1113,"Hugenholtz:Bacteria; Acidobacteria; ABS-327; EB1093; otu_184"
Amb_16S_748,113107,76,0.931827,1138,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Unclassified; otu_1966"
Amb_16S_749,206392,89.85,0.981287,1193,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Amb_16S_751,160452,84.47,0.966477,1191,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-4; Ellin6075; Unclassified; otu_193"
Amb_16S_752,113847,57.78,0.882265,1187,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Polyangiaceae; Polyangium; Unclassified; otu_2634"
Amb_16S_753,208272,99.76,0.999993,1188,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Amb_16S_521; Amb_16S_458; otu_210"
Amb_16S_754,206908,100,0.999993,1192,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_755,156635,77.7,0.960939,1191,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-2; CLi114; JG36-TzT-77; otu_187"
Amb_16S_756,114296,79.03,0.957306,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; bacterium_Ellin6067; AKYH1344; otu_2193"
Amb_16S_757,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_758,101884,68.04,0.887032,1148,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; Unclassified; otu_2278"
Amb_16S_759,41683,81.99,0.964108,1122,"Hugenholtz:Bacteria; WS3; Sediment-1; PRR-12; otu_2862"
Amb_16S_760,203908,69.44,0.865245,1180,"Hugenholtz:Bacteria; OD2; SM2F11; KNA6-NB23; Elev_16S_1084; Elev_16S_1619; otu_1732"
Amb_16S_762,160422,86.05,0.972625,1188,"Hugenholtz:Bacteria; Bacteroidetes; Saprospirales; TSL-25; otu_748"
Amb_16S_763,104530,94.65,0.994891,1182,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; A21b; EB1018; otu_2179"
Amb_16S_765,101884,68.09,0.887933,1147,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; Unclassified; otu_2278"
Amb_16S_766,207633,100,0.999993,1193,"Hugenholtz:Bacteria; SPAM; JG37-AG-121; JG34-KF-252; otu_2702"
Amb_16S_767,113143,48.07,0.818053,1192,"Hugenholtz:Bacteria; Actinobacteria; Rubrobacteridae; MC47; otu_371"
Amb_16S_768,82007,80.08,0.968904,1189,"Hugenholtz:Bacteria; Chloroflexi; Anaerolineae; SOGA31; otu_860"
Amb_16S_770,211809,74.69,0.931289,1193,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Unclassified; otu_208"
Amb_16S_772,138047,61.25,0.859548,1115,"Hugenholtz:Bacteria; Nitrospirae; Nitrospirales; Nitrospiraceae; Nitrospira; Unclassified; otu_1705"
Amb_16S_773,152808,78.17,0.935998,1188,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Amb_16S_775,76166,74.1,0.945707,1122,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-2; Ellin5121; otu_188"
Amb_16S_776,29952,70.99,0.91315,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; H4; H29; otu_2016"
Amb_16S_779,216129,68.92,0.899372,1184,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium; Sinorhizobium; Mesorhizobium_huakuii; Unclassified; otu_2053"
Amb_16S_780,113291,70.06,0.929734,1187,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-4; Unclassified; otu_190"
