sequence_id	Hugenholtz prokMSA_id	Hugenholtz Simrank id	Hugenholtz DNAML id	Hugenholtz DNAML columns	Hugenholtz tax string
Amb_16S_1242a	32035	95.57	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1243a	74966	93.4	0.984049	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1244a	32035	85.15	0.963279	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1245a	32035	88.16	0.974485	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1246a	32035	94.37	0.978409	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1247a	32035	90.45	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1249a	100780	79.5	0.937728	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1250a	74966	85.77	0.971782	764	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1252a	74966	93.72	0.982624	763	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1254a	74966	94.45	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1255a	104825	87.43	0.971229	679	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1256a	32035	94.74	0.98261		761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1257a	32035	94.51	0.979921	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1259a	74966	80.8	0.965038	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1260a	32035	94.62	0.981273	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1261a	32035	88.81	0.9745		764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1262a	32035	93.52	0.985473	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1263a	32035	90.69	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1264a	32035	90.11	0.979906	761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1265a	100780	79.02	0.937713	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1266a	74966	93.85	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1268a	104384	75.63	0.945053	760	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1269a	143408	41.81	0.781572	766	Hugenholtz:Archaea; Thermoplasmata_Eury; E2; terrestrial_group; ARCP1-30; anta6; otu_124
Amb_16S_1270a	100780	82.3	0.946637	746	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1271a	1143	80.43	0.969151	765	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1272a	1143	82.32	0.966331	764	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1273a	32035	89.98	0.979935	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1274a	74966	93.37	0.982682	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1275a	32035	95.45	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1277a	100780	88.07	0.952684	750	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1279a	24479	81.33	0.951884	755	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1280a	100780	89.98	0.95546		749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1281a	74966	76.34	0.937641	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1282a	100780	77.9	0.936216	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1283a	32035	90.89	0.97277		752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1284a	1143	83.55	0.974616	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1285a	100780	79.16	0.937771	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1286a	32035	95.57	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1287a	32035	89.96	0.981258	761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1288a	190020	79.83	0.972043	767	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1289a	100780	77.19	0.932844	745	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1290a	54107	78.9	0.941536	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1291a	141804	56.96	0.936958	636	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1293a	74966	93.02	0.982697	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1294a	32035	94.62	0.981273	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1295a	32035	88.97	0.968613	752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1296a	74966	94.21	0.984049	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1297a	32035	94.03	0.986723	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1298a	32035	89.88	0.979906	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1300a	1143	81.78	0.970546	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1301a	74966	94.67	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1302a	32035	89.61	0.978598	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1303a	100780	78.85	0.939239	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1304a	32035	95.23	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1305a	74966	94.82	0.982726	767	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1306a	54107	77.9	0.94514		764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1307a	32035	92.2	0.979935	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1308a	32035	90.29	0.981127	756	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1309a	74966	88.26	0.977276	765	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1310a	32035	91.37	0.984121	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1311a	1143	81.54	0.96918		766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1312a	1143	80.09	0.966462	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1313a	1143	86.27	0.975997	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1314a	32035	94	0.961666	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1315a	32035	95.45	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1317a	100780	78.56	0.937786	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1318a	32035	95.57	0.982537	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1319a	100780	83.55	0.950925	745	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1320a	32035	96.03	0.974165	752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1321a	32035	90.81	0.97277		752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1322a	190020	79.33	0.960896	764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1323a	32035	95.45	0.982537	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1325a	32035	90.69	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1326a	100780	78.27	0.937786	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1327a	74966	93.95	0.984034	765	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1328a	142340	63.94	0.910156	705	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1329a	32035	95.08	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1330a	74966	94.91	0.985371	765	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1331a	1143	62.44	0.913993	770	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1332a	32035	78.55	0.959355	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1334a	32035	90.81	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1335a	32035	90.76	0.977203	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1336a	32035	94.6	0.971433	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1337a	32035	96.03	0.974194	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1338a	32035	95.57	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1339a	32035	94.98	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1340a	32035	95.45	0.982537	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1341a	100780	81.88	0.947727	741	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1342a	32035	87.81	0.975779	761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1343a	30678	68.76	0.919851	762	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1344a	54107	75.92	0.944995	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1345a	32035	95.57	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1346a	32035	82.32	0.96623		764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1347a	32035	87.83	0.975866	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1348a	24479	76.08	0.936492	760	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1349a	76092	83.95	0.963584	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1350a	74966	94.67	0.986737	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1351a	32035	95.09	0.97277		752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1352a	141804	56.27	0.935693	640	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1353a	32035	93.3	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1355a	74966	94.67	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1356a	143651	64.45	0.939283	694	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1357a	74966	94.08	0.984049	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1358a	100780	85.22	0.949806	750	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1359a	32035	94.27	0.979805	757	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1360a	100780	78.44	0.936304	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1361a	54107	79.09	0.9478		764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1362a	74966	94.67	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1363a	54107	81.42	0.94126		753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1364a	32035	94.25	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1365a	32035	95.2	0.98261		761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1366a	32035	86.6	0.966142	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1367a	32035	95.57	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1368a	74966	93.03	0.982711	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1369a	100780	84.34	0.948367	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1370a	74966	93.36	0.984034	765	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1371a	100780	79.86	0.939239	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1372a	74966	94.67	0.985342	763	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1373a	32035	80.65	0.950256	752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1374a	190020	74.79	0.95389		764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1375a	24479	85.75	0.966346	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1376a	32035	95.57	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1377a	104825	87.74	0.971229	679	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1378a	32035	87.44	0.970445	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1379a	1143	62.15	0.889619	762	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1380a	187407	82.08	0.960256	754	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1381a	43271	83.55	0.95325		754	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1382a	32035	95.45	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1383a	104689	68.73	0.900215	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1384a	32035	94.15	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1385a	32035	90.8	0.992115	767	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1386a	74966	94.43	0.978584	765	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1387a	32035	89.98	0.97854		762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1388a	32035	90.31	0.986781	765	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1389a	32035	92.02	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1390a	32035	95.45	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1391a	24479	70.37	0.909604	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1392a	32035	94.62	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1393a	32035	86.83	0.9745		764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1394a	32035	94.74	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1395a	32035	95.33	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1396a	32035	92.2	0.979935	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1397a	32035	90.14	0.978584	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1398a	74966	94.67	0.982711	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1399a	190020	79.81	0.966375	763	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1400a	32035	89.35	0.979906	761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1401a	32035	91.77	0.979848	759	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1402a	32035	95.57	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1403a	1142	58.58	0.869722	758	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; SCA1154; otu_30
Amb_16S_1404a	141804	57.52	0.939094	640	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1405a	185612	66.15	0.899561	759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1406a	32035	93.42	0.978555	761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1407a	32035	93.4	0.98261		761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1408a	32035	94.02	0.981273	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1409a	32035	95.57	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1410a	190020	80.5	0.963686	764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1411a	32035	94.74	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1412a	32035	95.57	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1414a	74966	93.83	0.982668	765	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1416a	32035	90.4	0.971389	752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1417a	32035	90.32	0.972814	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1418a	24479	72.14	0.921624	761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1419a	32035	90.69	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1420a	32035	95.22	0.974165	752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1421a	74966	95.38	0.986737	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1422a	100780	86.52	0.951143	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1423a	32035	90.81	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1424a	1143	86.39	0.975997	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1425a	104825	87.43	0.971273	680	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1426a	74966	93.03	0.979979	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1427a	32035	94.85	0.96466		762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1428a	32035	90.11	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1430a	1146	78.44	0.959253	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1431a	32035	95.56	0.982523	757	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1432a	74966	94.08	0.984049	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1433a	32035	95.45	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1434a	32035	95.45	0.988133	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1435a	32035	94.64	0.983976	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1436a	32035	84.75	0.955896	752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1437a	32035	85.82	0.96482		762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1438a	32035	91.23	0.986723	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1439a	1146	77.31	0.947393	755	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1440a	54107	79.09	0.94655		764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1441a	32035	94.86	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1442a	24479	82.02	0.969151	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1444a	100780	81.2	0.925984	747	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1445a	185612	66.39	0.899401	758	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1446a	32035	89.75	0.978584	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1447a	100780	81.7	0.946754	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1448a	32035	94.72	0.981185	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1449a	32035	84.91	0.963439	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1451a	54107	81.15	0.95203		764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1453a	74966	94.79	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1454a	54107	81.45	0.940925	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1455a	32035	94.02	0.981258	761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1456a	75314	82.25	0.959602	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; SCA1154; otu_30
Amb_16S_1457a	190020	76.94	0.950794	762	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1458a	100780	91.3	0.955532	750	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1459a	74966	94.67	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1460a	100780	89.43	0.955474	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1461a	100780	78.37	0.937771	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1462a	74966	90.07	0.958875	754	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1463a	74966	94.67	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1464a	32035	94.96	0.971418	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1465a	32035	90.81	0.986796	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1466a	1144	78.92	0.959355	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1467a	32035	89.96	0.979935	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1471a	32035	88.54	0.986825	767	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1473a	100780	77.56	0.942728	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1474a	43271	78.52	0.951056	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1475a	32035	95.35	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1476a	32035	93.29	0.979906	761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1477a	32035	95.08	0.98261		761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1478a	104384	80.93	0.958018	765	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1479a	32035	94.87	0.972814	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1480a	100780	78.32	0.937771	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1482a	32035	94.84	0.981185	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1483a	100780	79.02	0.937771	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1484a	100780	51.51	0.875361	746	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
